id,title,year,mpaa,runtime,genres,director,stars,gross
2564,Lust in the Dust,1985,-1,-1,Comedy,-1,-1,-1
2565,Lust for Love,2014,-1,85 minutes,Comedy,-1,-1,-1
2566,Lust and Found,2015,-1,-1,Comedy,Lawrence Gray,-1,-1
2567,Lupin the Thrid: The Castle of Cagliostro,2017,-1,-1,Adventure,Hayao Miyazaki,-1,-1
2568,Luo Ye Gui Gen,2007,-1,-1,-1,-1,-1,-1
2569,Luo Pao ba ai Qing,2015,-1,103 minutes,Romantic Comedy,-1,-1,"$177,507"
2570,Luomandike xiaowang shi,2016,Not Rated,123 minutes,Thriller/Suspense,Er Cheng,"You Ge,Zhang Ziyi,Tadanobu Asano","$16,815,196"
2571,I lunghi capelli della morte,2014,-1,-1,Horror,Antonio Margheriti,-1,-1
2572,Lunchtime Heroes,2015,-1,-1,Adventure,Seyi Babatope,-1,-1
2573,At the Fork,2016,Not Rated,89 minutes,Documentary,John Papola,-1,-1
2574,The Lunchbox,2014,PG,104 minutes,Drama,Ritesh Batra,"Irrfan Khan,Nimrat Kaur","$12,231,500"
2575,At the Earth's Core,2015,-1,-1,Adventure,Kevin Connor,-1,-1
2576,At Sachem Farm,1999,PG,-1,Drama,-1,-1,-1
2577,At the Devilâ€™s Door,2014,Not Rated,92 minutes,Horror,Nicholas McCarthy,-1,-1
2578,At Play in the Fields of the Lord,1991,R,-1,Drama,HÃ©ctor Babenco,-1,-1
2579,At Long Last Love,1975,-1,123 minutes,Musical,Peter Bogdanovich,-1,-1
2580,At Last,2005,PG-13,-1,Drama,-1,-1,-1
2581,At Jesus' Side,2010,PG,-1,-1,-1,-1,-1
2582,At First Sight,1999,PG-13,-1,Drama,-1,-1,-1
2583,At Close Range,1986,-1,-1,Drama,James Foley,-1,-1
2584,Dysfunctional Friends,2012,Not Rated,111 minutes,Comedy,Corey Grant,-1,-1
2585,At Cafe 6,2016,-1,103 minutes,Romantic Comedy,Neal Wu,-1,"$636,115"
2586,Dynamite: A 60â€™s Love Story,2015,Not Rated,90 minutes,Thriller/Suspense,Tate Sheinsiek,"Ian Harding,Evanna Lynch",-1
2587,Corky Romano,2001,PG-13,86 minutes,Comedy,Rob Pritts,-1,"$25,116,103"
2588,Corman's World: Exploits of a Hollywood Rebel,2011,R,90 minutes,Documentary,Alex Stapleton,-1,-1
2589,CÃ³rki dancingu,2017,Not Rated,92 minutes,Drama,Agnieszka SmoczyÅ„ska,"Marta Mazurek,Michalina Olszanska,Kinga Preis","$102,986"
2590,La Cordillera,2017,-1,114 minutes,Thriller/Suspense,Santiago Mitre,-1,"$1,022,309"
2591,Coriolanus,2012,R,122 minutes,Drama,Ralph Fiennes,"Ralph Fiennes,Gerard Butler","$1,049,641"
2592,The Core,2003,PG-13,137 minutes,Action,Jon Amiel,"Aaron Eckhart,Hilary Swank,Delroy Lindo","$74,132,631"
2593,Corbo,2015,Not Rated,118 minutes,Drama,Mathieu Denis,Anthony Therrien,-1
2594,Corbin Nash,2018,-1,-1,-1,Ben Jagger,-1,-1
2595,Le Corbeau,1948,-1,-1,-1,-1,-1,-1
2596,Copying Beethoven,2006,PG-13,-1,Drama,-1,Ed Harris,"$6,586,324"
2597,Blutgletscher,2014,Not Rated,98 minutes,Horror,Marvin Kren,-1,-1
2598,Bo chi tung wah,2011,PG,-1,-1,-1,-1,-1
2599,Cops and Robbersons,1994,PG,-1,Comedy,Michael Ritchie,Chevy Chase,-1
2600,Copycat,1995,R,-1,Thriller/Suspense,Jon Amiel,Sigourney Weaver,-1
2601,Der BlunzenkÃ¶nig,2015,-1,-1,Black Comedy,Leo Bauer,-1,-1
2602,Coraline,2009,PG,100 minutes,Adventure,Henry Selick,Dakota Fanning,"$126,037,057"
2603,Blunt Force Trauma,2015,Not Rated,-1,Action,Ken Sanzel,-1,-1
2604,Blumenthal,2014,Not Rated,-1,Comedy,Seth Fisher,Mark Blum,-1
2605,Bluff,2010,-1,-1,Comedy,-1,-1,-1
2606,Bluff Master,2005,Not Rated,-1,Comedy,-1,-1,"$3,285,156"
2607,Bluebird,2015,Not Rated,91 minutes,Drama,Lance Edwards,Amy Morton,-1
2608,The Blues Brothers,1980,R,133 minutes,Musical,John Landis,"John Belushi,Dan Aykroyd",-1
2609,Blueprint,2018,-1,76 minutes,Drama,Daryl Wein,-1,-1
2610,Blues Brothers 2000,1998,PG-13,-1,Comedy,John Landis,-1,-1
2611,Blue Velvet,1986,-1,120 minutes,Thriller/Suspense,David Lynch,-1,"$8,612,438"
2612,Blue Valentine,2010,NC-17,120 minutes,Drama,Derek Cianfrance,"Ryan Gosling,Michelle Williams","$16,566,240"
2613,Blue Thunder,2017,-1,-1,Action,-1,-1,-1
2614,Mister Frost,1990,-1,-1,-1,-1,-1,-1
2615,The Blue Tooth Virgin,2009,R,-1,-1,-1,-1,-1
2616,Mister Cinderella,1936,-1,75 minutes,Comedy,-1,-1,-1
2617,Mister FelicitÃ,2016,-1,90 minutes,Comedy,Alessandro Siani,-1,"$10,730,568"
2618,Mister Foe,2008,R,-1,Drama,-1,-1,-1
2619,Mister,2017,-1,160 minutes,Drama,Srinu Vaitla,-1,"$6,680"
2620,Mistaken for Strangers,2014,Not Rated,75 minutes,Documentary,Tom Berninger,-1,"$248,397"
2621,Mississippi Masala,1992,R,-1,Drama,Mira Nair,Denzel Washington,-1
2622,The Missouri Breaks,1976,-1,-1,-1,Arthur Penn,Jack Nicholson,-1
2623,The Missionary,1982,-1,-1,Comedy,Richard Loncraine,-1,-1
2624,Mississippi Grind,2015,R,108 minutes,Drama,Anna Boden,"Ryan Reynolds,Ben Mendelsohn","$448,641"
2625,Mississippi Burning,1988,R,-1,Drama,Alan Parker,"Gene Hackman,Willem Dafoe",-1
2626,Mississippi Mermaid,1999,R,-1,Drama,FranÃ§ois Truffaut,-1,"$2,627,795"
2627,The Mist,2007,R,126 minutes,Horror,Frank Darabont,"Thomas Jane,Marcia Gay Harden,Andre Braugher","$57,189,408"
2628,Prom Night,1980,-1,-1,-1,-1,-1,-1
2629,The Projected Man,1967,-1,-1,Horror,Ian Curteis,-1,-1
2630,Project XX,2014,-1,-1,Comedy,-1,-1,-1
2631,Prom Night,2008,PG-13,87 minutes,Horror,-1,Brittany Snow,"$57,193,655"
2632,Project X27,2010,-1,-1,Horror,-1,-1,-1
2633,Project X,1987,-1,-1,Comedy,-1,-1,-1
2634,Prom,2011,PG,103 minutes,Comedy,Joe Nessbaum,"Aimee Teegarden,Thomas McDonell,De'Vaughn Nixon,Danielle Campbell,Yin Chang,Jared Kusnitz,Nolan Sotillo,Cameron Monaghan,Kylie Bunbury,Joe Adler,Janelle Ortiz,Jonathan Keltz,Nicholas Braun,Raini Rodriguez","$10,763,183"
2635,Project X,2012,R,87 minutes,Comedy,Nima Nourizadeh,"Thomas Mann,Oliver Cooper,Jonathan Brown","$103,028,188"
2636,Project A,2011,-1,-1,Comedy,-1,-1,-1
2637,Project Eden: Vol. 1,2018,Not Rated,95 minutes,Thriller/Suspense,Ashlee Jensen,"Emily Fradenburgh,Mike Dopud,Cliff Simon,Erick Avari",-1
2638,Project Jay,2006,-1,-1,Documentary,Michael Selditch,-1,-1
2639,Lunch with Archer King,2018,-1,-1,Documentary,Eric Mache,-1,-1
2640,Lunch Lady,2012,-1,-1,Comedy,-1,-1,-1
2641,Lunarcy!,2013,Not Rated,80 minutes,Documentary,Simon Ennis,-1,-1
2642,Project Nim,2011,PG-13,93 minutes,Documentary,James Marsh,-1,"$1,583,533"
2643,Project Almanac,2015,PG-13,106 minutes,Adventure,Dean Israelite,"Jonny Weston,Sofia Black-D'Elia,Sam Lerner,Allen Evangelista,Ginny Gardner","$32,909,437"
2644,Luna Papa,2001,Not Rated,-1,-1,-1,-1,-1
2645,Luna,1979,-1,-1,-1,Bernardo Bertolucci,-1,-1
2646,Luna,2014,-1,-1,Drama,Dave McKean,-1,-1
2647,Lunacy,2006,Not Rated,-1,-1,-1,-1,-1
2648,Lump of Sugar,2006,-1,-1,-1,-1,-1,"$5,641,862"
2649,Lumumba,2001,Not Rated,-1,Drama,-1,-1,-1
2650,Luminous Motion,2000,Not Rated,-1,-1,-1,-1,-1
2651,Luminarias,2000,R,-1,Comedy,-1,-1,-1
2652,LumiÃ¨re!,2016,-1,90 minutes,Documentary,Thierry FrÃ©maux,-1,"$4,382"
2653,At Berkeley,2013,Not Rated,244 minutes,Documentary,Frederick Wiseman,-1,-1
2654,Asylum,2015,R,93 minutes,Horror,Todor Chapkanov,-1,-1
2655,At Any Price,2013,R,-1,Drama,Ramin Bahrani,-1,"$380,308"
2656,Asu Mare,2013,-1,-1,Comedy,-1,-1,"$8,350,544"
2657,Asylum,2005,R,-1,Thriller/Suspense,-1,-1,"$547,807"
2658,Asura : The City of Madness,2016,Not Rated,136 minutes,Action,Sung-soo Kim,Jung Woo-sung,"$18,162,275"
2659,The Astronaut's Wife,1999,R,109 minutes,Thriller/Suspense,Rand Ravich,"Johnny Depp,Charlize Theron",-1
2660,The Astronaut Farmer,2007,PG,104 minutes,Drama,Mark Polish,Billy Bob Thornton,"$11,141,213"
2661,Astronaut,2018,-1,-1,Drama,Shelagh McLeod,-1,-1
2662,The Astro Zombies,2016,-1,-1,Horror,Ted V. Mikels,-1,-1
2663,Astro,2017,-1,-1,Action,Asif Akbar,-1,-1
2664,Astral,2016,-1,-1,Documentary,Jordi Ã‰vole,-1,"$59,112"
2665,Dying on the Edge,2001,-1,-1,-1,William R. Greenblatt,-1,-1
2666,Astro Boy,2009,PG,100 minutes,Adventure,David Bowers,Freddie Highmore,"$41,636,243"
2667,The Dying of the Light,2016,Not Rated,94 minutes,Documentary,Peter Flynn,-1,-1
2668,Dying Laughing,2017,Not Rated,87 minutes,Documentary,Lloyd Stanton,-1,-1
2669,A Dying King: The Shah of Iran,2017,Not Rated,85 minutes,Documentary,Bobak Kalhor,-1,-1
2670,Dying of the Light,2014,R,95 minutes,Thriller/Suspense,Paul Schrader,Nicolas Cage,-1
2671,Dying God,2008,R,85 minutes,Horror,-1,-1,-1
2672,Dying in Vein: The Opiate Generation,2017,-1,-1,Documentary,Jenny Mackenzie,-1,-1
2673,The Dying Gaul,2005,R,-1,Drama,-1,-1,-1
2674,Dwegons and Leprechauns,2014,PG,98 minutes,Adventure,Tom Walsh,"Melissa Leo,Maggie Wheeler,Joey D. Vieira,Thomas Francis Walsh III",-1
2675,Cops and Robbers,2017,R,-1,Action,Scott Windhauser,-1,-1
2676,La Coppia dei Campioni,2016,-1,88 minutes,Comedy,Giulio Base,-1,"$452,661"
2677,Copie conforme,2011,Not Rated,106 minutes,Drama,Abbas Kiarostami,"Juliette Binoche,James Shimell","$5,455,736"
2678,Copenhagen,2014,-1,98 minutes,Drama,Mark Raso,"Gethin Anthony,Frederikke Dahl Hansen",-1
2679,Cop War,2018,-1,-1,Thriller/Suspense,Sheldon Lettich,-1,-1
2680,Copperhead,2013,PG-13,118 minutes,Drama,Ron Maxwell,Billy Campbell,-1
2681,"Cop, the Criminal and the Clown, The",2007,Not Rated,-1,Comedy,-1,-1,-1
2682,Cop Out,2010,R,107 minutes,Comedy,Kevin Smith,"Bruce Willis,Tracy Morgan","$55,909,910"
2683,Cop Land,1997,R,104 minutes,Drama,James Mangold,"Sylvester Stallone,Harvey Keitel,Ray Liotta,Robert De Niro","$63,706,632"
2684,Cop Dog,2009,PG,-1,-1,-1,-1,-1
2685,Cop and a Half: New Recruit,2017,PG,97 minutes,Adventure,Jonathan Rosenbaum,-1,-1
2686,Cop and ½,1993,PG,-1,Comedy,-1,-1,-1
2687,Cop Car,2015,R,88 minutes,Thriller/Suspense,Jon Watts,"Kevin Bacon,James Freedson-Jackson,Hays Welford","$143,658"
2688,Cop,1988,-1,-1,-1,-1,-1,-1
2689,Blue Thunder,1983,R,-1,Action,John Badham,-1,-1
2690,Blue Steel,1990,-1,-1,Action,Kathryn Bigelow,-1,-1
2691,Blue State,2008,-1,-1,Romantic Comedy,-1,"Breckin Meyer,Anna Paquin",-1
2692,Blue Sky,1994,PG-13,-1,Drama,-1,-1,-1
2693,Blue Streak,1999,PG-13,-1,Action,Les Mayfield,-1,"$117,448,157"
2694,Blue Skies,1946,-1,104 minutes,Musical,-1,-1,-1
2695,Blue River,1995,Not Rated,-1,Drama,Larry Elikann,-1,-1
2696,Blue Skies Again,1983,-1,-1,Comedy,-1,-1,-1
2697,Blue Ruin,2014,R,92 minutes,Thriller/Suspense,Jeremy Saulnier,Macon Blair,"$435,168"
2698,The Missionaries,2016,-1,-1,-1,Tonie Marshall,-1,-1
2699,The Blue Max,1966,-1,-1,-1,John Guillermin,-1,-1
2700,Blue Mountain State: The Rise of Thadland,2016,R,-1,Comedy,Lev L Spiro,-1,-1
2701,Blue Moon,2000,PG-13,-1,Comedy,-1,-1,-1
2702,Missionary,2014,R,90 minutes,Thriller/Suspense,Anthony DiBlasi,Kip Pardue,-1
2703,Missionary Man,2008,-1,-1,Action,-1,Dolph Lundgren,-1
2704,Blue Planet,1990,-1,-1,Documentary,-1,-1,"$155,016"
2705,Mission to Mars,2000,PG,-1,Adventure,Brian De Palma,-1,"$106,000,000"
2706,Mission Park,2013,R,101 minutes,Thriller/Suspense,Bryan Ramirez,-1,-1
2707,The Mission,1986,PG,125 minutes,Drama,Roland Joffe,Robert De Niro,"$17,382,025"
2708,Mission Milano,2016,-1,102 minutes,Action,Wong Jing,-1,"$38,422,651"
2709,Mission Istaanbul,2008,Not Rated,-1,Adventure,-1,-1,"$2,997,278"
2710,La Mission,2010,R,117 minutes,Drama,-1,-1,-1
2711,Mission: Impossible III,2006,PG-13,126 minutes,Action,J.J. Abrams,Tom Cruise,"$397,501,348"
2712,Mission: Impossibleâ€”Rogue Nation,2015,PG-13,131 minutes,Action,Christopher McQuarrie,Tom Cruise,"$700,868,363"
2713,Mission: Impossibleâ€”Fallout,2018,-1,-1,Action,Christopher McQuarrie,Tom Cruise,-1
2714,Programming the Nation?,2011,-1,105 minutes,Documentary,Jeff Warrick,-1,-1
2715,La proie,2013,R,-1,Thriller/Suspense,-1,-1,"$1,327,670"
2716,The Program,2016,R,103 minutes,Drama,Stephen Frears,Ben Foster,"$1,579,261"
2717,Mission: Impossible 2,2000,PG-13,126 minutes,Action,John Woo,Tom Cruise,"$549,588,516"
2718,The Program,1993,R,-1,Action,David S. Ward,-1,-1
2719,Mission: Impossibleâ€”Ghost Protocol,2011,PG-13,132 minutes,Action,Brad Bird,"Tom Cruise,Paula Patton,Simon Pegg,Jeremy Renner,Michael Nyqvist,Lea Seydoux,Josh Holloway,Anil Kapoor,Vladimir Mashkov,Tom Wilkinson","$694,713,230"
2720,Il profumo della signora in nero,2016,-1,101 minutes,Thriller/Suspense,Francesco Barilli,-1,-1
2721,Les Profs,2013,-1,88 minutes,Comedy,-1,-1,"$31,090,977"
2722,Un Profil pour Deux,2017,-1,99 minutes,Romantic Comedy,Stephane Robelin,-1,"$435,763"
2723,Les Profs 2,2015,-1,92 minutes,Comedy,-1,-1,"$24,954,039"
2724,The Professor: Tai Chi's Journey West,2016,Not Rated,72 minutes,Documentary,Barry Strugatz,-1,-1
2725,Il professor Cenerentolo,2015,-1,-1,Comedy,Leonardo Pieraccioni,-1,"$5,818,350"
2726,Professione: reporter,1975,PG-13,-1,Drama,-1,Jack Nicholson,-1
2727,Professor Marston & The Wonder Women,2017,R,108 minutes,Drama,Angela Robinson,"Rebecca Hall,Luke Evans,Bella Heathcote","$1,908,425"
2728,The Professionals,1966,PG-13,-1,-1,Richard Brooks,-1,-1
2729,Lumberjack Man,2014,R,-1,Black Comedy,Josh Bear,-1,-1
2730,Lumea e a mea,2015,Not Rated,104 minutes,Drama,Nicolae Constantin Tanase,-1,"$29,827"
2731,Lulu,2015,-1,-1,Concert/Performance,William Kentridge,-1,"$140,915"
2732,Lullaby,2014,R,117 minutes,Drama,Andrew Levitas,"Garrett Hedlund,Richard Jenkins,Jessica Brown Findlay,Anne Archer,Jennifer Hudson,Terrence Howard",-1
2733,Lullaby for Pi,2010,-1,-1,Drama,Benoit Philippon,-1,-1
2734,Lullaby,2009,-1,-1,-1,Darrell Roodt,-1,-1
2735,"Lula, o Filho do Brasil",2012,-1,128 minutes,Drama,Fabio Barreto,Rui Ricardo Diaz,-1
2736,Luke Cage,2011,-1,-1,Action,John Singleton,-1,-1
2737,El lugar mÃ¡s pequeÃ±o,2011,-1,104 minutes,Documentary,Tatiana Huezo,-1,-1
2738,Ludwig,2017,-1,-1,-1,Luchino Visconti,-1,-1
2739,Luckyâ€™s Treasure,2017,-1,-1,-1,Rosemary Rodriguez,-1,-1
2740,Luftslottet som sprÃ¤ngdes,2010,R,146 minutes,Thriller/Suspense,Daniel Alfredson,"Noomi Rapace,Michael Nyqvist","$41,179,660"
2741,Astraea,2016,-1,-1,Adventure,Kristjan Thor,-1,-1
2742,Astoria,2002,R,-1,Drama,-1,-1,-1
2743,Astonishing X-Men Unstoppable,2012,-1,-1,-1,-1,-1,-1
2744,Astonishing X-Men: Dangerous,2012,-1,-1,Action,-1,-1,-1
2745,Lucy,2014,R,88 minutes,Action,Luc Besson,Scarlett Johansson,"$457,507,776"
2746,Astonishing X-Men: Torn,2012,-1,-1,Action,-1,-1,-1
2747,Asthma,2015,Not Rated,90 minutes,Drama,Jake Hoffman,"Krysten Ritter,Samuel Benedict",-1
2748,AstÃ©rix: Le domaine des dieux,2015,Not Rated,85 minutes,Adventure,Louis Clichy,Roger Carel,"$51,379,470"
2749,Asterix in America,1996,-1,-1,-1,-1,-1,-1
2750,AstÃ©rix et ObÃ©lix contre CÃ©sar,1999,Not Rated,109 minutes,Adventure,-1,-1,-1
2751,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,2012,-1,110 minutes,Adventure,Laurent Tirard,"Edouard Baer,Gerard Depardieu,Guillaume Gallienne,Vincent Lacoste,Valerie Lemercier,Fabrice Luchini,Catherine Deneuve,Charlotte Le Bon","$60,680,125"
2752,The Associate,2011,-1,-1,Thriller/Suspense,-1,-1,-1
2753,The Dwarf in China,2015,Not Rated,52 minutes,Documentary,Ben Arend Reisman,-1,-1
2754,AstÃ©rix aux Jeux Olympiques,2008,Not Rated,-1,Adventure,-1,-1,"$132,999,811"
2755,Dvizhenie Vverkh,2017,-1,133 minutes,Drama,Anton Megerdichev,-1,"$52,960,201"
2756,DvojnÃ­ci,2015,-1,-1,Comedy,Jiri Chlumsky,-1,"$508,962"
2757,Duze zwierze,2004,Not Rated,-1,Drama,-1,-1,-1
2758,DÅ­vka za baloncheta,2017,-1,104 minutes,Drama,Stanislav Todorov Rogi,-1,"$401,459"
2759,Dutch Kills,2015,Not Rated,-1,Thriller/Suspense,Joseph Mazzella,-1,-1
2760,En duva satt pÃ¥ en gren och funderade pÃ¥ tillvaron,2015,PG-13,100 minutes,Comedy,Roy Andersson,Holger Andersson,"$231,895"
2761,Dutch,1991,PG-13,-1,Comedy,Peter Faiman,-1,-1
2762,Dust Up,2012,Not Rated,92 minutes,Comedy,Ward Roberts,"Amber Benson,Aaron Gaffey,Travis Betz",-1
2763,The Dust Factory,2004,PG,-1,-1,-1,-1,-1
2764,Dust to Glory,2005,PG,-1,Documentary,-1,-1,-1
2765,Dust,2003,R,-1,-1,Milcho Manchevski,-1,-1
2766,Dusk,2016,-1,-1,Thriller/Suspense,Michael Maney,-1,-1
2767,The Cooler,2003,R,101 minutes,Drama,-1,-1,"$11,131,455"
2768,Cool World,1992,PG-13,101 minutes,Adventure,Ralph Bakshi,"Kim Basinger,Brad Pitt",-1
2769,The Cool School,2008,-1,-1,Documentary,-1,-1,-1
2770,Cooties,2015,R,88 minutes,Black Comedy,Jonathan Milott,"Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Leigh Whannell,Nasim Pedrad,Jorge Garcia","$581,011"
2771,Cool Runnings,1993,PG,97 minutes,Adventure,Jon Turteltaub,-1,"$155,056,263"
2772,Cool It,2010,PG,89 minutes,Documentary,Ondi Timoner,-1,-1
2773,Cool Hand Luke,1967,GP,126 minutes,-1,-1,Paul Newman,-1
2774,Cool Crime,1999,-1,-1,-1,-1,-1,-1
2775,Cool Dog,2009,PG,-1,-1,-1,-1,-1
2776,Cool Air,2006,PG-13,78 minutes,Horror,-1,-1,-1
2777,Cool As Ice,1991,PG,-1,-1,-1,-1,-1
2778,Cool and Crazy,2001,Not Rated,-1,-1,-1,-1,-1
2779,The Cookout,2004,PG-13,-1,Comedy,-1,Storm P,-1
2780,The Blue Mauritius,2018,-1,-1,Action,-1,-1,-1
2781,Blue Line,2017,R,90 minutes,Action,Jacob Cooney,-1,-1
2782,Blue Lagoon: The Awakening,2012,-1,89 minutes,Adventure,-1,-1,-1
2783,Blue Like Jazz,2012,PG-13,107 minutes,Comedy,Steve Taylor,"Marshall Allman,Claire Holt",-1
2784,The Blue Lagoon,1980,R,-1,Drama,Randal Kleiser,-1,-1
2785,Blue Juice,1996,R,-1,Comedy,-1,Catherine Zeta-Jones,-1
2786,Blue Jay,2016,Not Rated,80 minutes,Drama,Alexandre Lehmann,-1,-1
2787,Blue Hawaii,1961,PG,102 minutes,Musical,-1,-1,-1
2788,Blue in the Face,1995,R,-1,Drama,Wayne Wang,-1,-1
2789,Blue Gap Boy'z,2008,Not Rated,-1,Adventure,-1,-1,-1
2790,Blue Exorcist: The Movie,2013,-1,-1,Action,-1,-1,-1
2791,Blue Jasmine,2013,PG-13,98 minutes,Comedy,Woody Allen,Cate Blanchett,"$102,912,961"
2792,Blue Crush 2,2011,PG-13,-1,Drama,-1,-1,-1
2793,Mission: Impossible,1996,PG-13,111 minutes,Action,Brian De Palma,Tom Cruise,"$457,697,994"
2794,The Missing,2008,-1,-1,-1,-1,-1,"$3,964,925"
2795,Mission Control: The Unsung Heroes of Apollo,2017,Not Rated,101 minutes,Documentary,David Fairhead,-1,-1
2796,Missing William,2014,PG,90 minutes,Drama,Kenn MacRae,"Brandon Routh,Courtney Ford",-1
2797,The Missing,2016,-1,95 minutes,Action,Xu Jinglei,-1,"$13,850,000"
2798,The Missing,2003,R,136 minutes,Western,Ron Howard,"Tommy Lee Jones,Cate Blanchett","$38,253,433"
2799,Missing: Sarajin Yeoja,2016,-1,100 minutes,Drama,-1,-1,"$7,963,688"
2800,The Missing Piece: The Truth About Vincenzo Peruggia and the Unthinkable Theft of the Mona Lisa,2011,-1,129 minutes,Documentary,Joe Medeiros,-1,-1
2801,The Missing Person,2009,Not Rated,-1,-1,-1,Michael Shannon,-1
2802,The Missing Ingredient,2016,-1,-1,Documentary,Michael Sparaga,-1,-1
2803,Missing in Action 2: The Beginning,1985,-1,-1,Action,-1,Chuck Norris,-1
2804,Missing in Action,1984,-1,101 minutes,Action,-1,Chuck Norris,-1
2805,Missing Child,2015,R,-1,Drama,Luke Sabis,-1,-1
2806,The Professional,2010,-1,-1,Action,-1,-1,-1
2807,La Profecia De Los Justos,2011,R,-1,-1,-1,-1,-1
2808,The Producers: The Movie Musical,2005,PG-13,-1,Musical,-1,-1,"$32,952,995"
2809,The Producers,2002,Not Rated,-1,Comedy,Mel Brooks,-1,-1
2810,Prodigy,2009,-1,-1,Drama,Chuck Russell,-1,-1
2811,"Prodigy, The",2011,PG,-1,-1,-1,Richard Gere,-1
2812,Prodigal Sons,2010,Not Rated,-1,-1,-1,-1,-1
2813,La prochaine fois je viserai le coeur,2016,Not Rated,111 minutes,Drama,Cedric Anger,Guillaume Canet,-1
2814,Problemos,2017,-1,85 minutes,Comedy,Eric Judor,-1,$84
2815,Problem Child 2,1991,PG-13,-1,Comedy,-1,-1,-1
2816,Pro Lyubov. Tolko Dlya Vzroslykh,2017,-1,109 minutes,Comedy,-1,-1,"$2,124,658"
2817,Problem Child,1990,PG,-1,Comedy,Dennis Dugan,-1,"$72,270,895"
2818,Lucky U Ranch,2018,-1,83 minutes,Drama,Steve Anderson,-1,-1
2819,Lucky Stiff,2015,Not Rated,78 minutes,Musical,Christopher Ashley,"Dominic Marsh,Nikki M. James,Pamela Shaw,Dennis Farina,Jason Alexander",-1
2820,Lucky Them,2014,R,96 minutes,Romantic Comedy,Megan Griffiths,"Toni Collette,Thomas Haden Church","$81,819"
2821,Lucky You,2007,PG-13,124 minutes,Drama,Curtis Hanson,"Eric Bana,Drew Barrymore","$6,521,829"
2822,The Lucky Ones,2008,R,-1,Drama,-1,"Rachel McAdams,Tim Robbins,Michael PeÃ±a",-1
2823,Lucky Numbers,2000,R,-1,Comedy,Nora Ephron,John Travolta,-1
2824,The Lucky Man,2017,Not Rated,98 minutes,Action,Norman Gregory McGuire,"Jesse James,Mariana Paola Vicente",-1
2825,Lucky Lady,1975,-1,-1,-1,Stanley Donen,-1,-1
2826,Lucky Number Slevin,2006,R,110 minutes,Thriller/Suspense,Paul McGuigan,"Josh Hartnett,Morgan Freeman,Lucy Liu,Bruce Willis","$55,495,466"
2827,The Lucky One,2012,PG-13,81 minutes,Drama,Scott Hicks,"Zac Efron,Taylor Schilling","$96,633,833"
2828,Lucky Elephant,2012,PG,-1,-1,-1,-1,-1
2829,Lucky Dog,2014,PG,-1,Adventure,Michael Feifer,-1,-1
2830,Lucky Country,2009,R,-1,Thriller/Suspense,-1,-1,-1
2831,The Associate,1996,PG-13,-1,Comedy,Donald Petrie,Whoopi Goldberg,-1
2832,Assisted Living,2005,Not Rated,-1,Drama,-1,-1,-1
2833,The Assistants,2010,-1,99 minutes,Comedy,Steve Morris,"Chris Conner,Aaron Himelstein,Kathleen Early,Michael Grant Terry,Tate Hanyok,Peter Douglas",-1
2834,Assistance mortelle,2014,Not Rated,-1,Documentary,Raoul Peck,-1,-1
2835,L'assaut,2012,R,95 minutes,Drama,Julien Leclercq,Vincent Elbaz,-1
2836,The Assignment,1997,R,-1,Thriller/Suspense,Christian Duguay,-1,-1
2837,The Assignment,2017,R,95 minutes,Thriller/Suspense,Walter Hill,"Michelle Rodriguez,Sigourney Weaver","$166,339"
2838,Assaulted: Civil Rights Under Fire,2013,PG-13,-1,Documentary,Kris Koenig,-1,-1
2839,Assault on Wall Street,2013,R,99 minutes,Thriller/Suspense,Uwe Boll,Dominic Purcell,-1
2840,Assault at West Point: The Court-Martial of Johnson Whittaker,1994,-1,-1,-1,-1,-1,-1
2841,Assassins Run,2012,R,-1,-1,-1,-1,-1
2842,Assault On Precinct 13,2005,R,109 minutes,Action,Jean-Francois Richet,-1,"$36,040,895"
2843,Durak,2016,-1,85 minutes,Thriller/Suspense,-1,-1,"$15,998"
2844,Duplex,2003,PG-13,88 minutes,Comedy,Danny De Vito,"Ben Stiller,Drew Barrymore","$10,070,651"
2845,Duplicity,2009,PG-13,125 minutes,Thriller/Suspense,-1,"Julia Roberts,Clive Owen","$81,079,566"
2846,Assassinâ€™s Creed,2016,PG-13,116 minutes,Action,Justin Kurzel,Michael Fassbender,"$240,497,948"
2847,Dupa dealuri,2013,Not Rated,152 minutes,Drama,Cristian Mungiu,"Cristina Flutur,Dana Tapalaga","$786,409"
2848,Duong Gia Tuong,2013,-1,102 minutes,Action,-1,-1,"$11,906,509"
2849,Duo Shuai,2011,R,-1,Action,-1,-1,-1
2850,Duo Ming Xin Tiao,2011,-1,-1,Horror,-1,-1,"$1,247,300"
2851,DÃ¼nyanin En GÃ¼zel Kokusu,2016,-1,-1,Drama,Ugur Yagcioglu,-1,"$798,617"
2852,DÃ¼nyanÄ±n En GÃ¼zel Kokusu 2,2017,-1,94 minutes,Drama,Mustafa Ugur Yagcioglu,-1,"$95,447"
2853,The Dunwich Horror,2001,-1,-1,Horror,-1,-1,-1
2854,Dunston Checks In,1996,PG,88 minutes,Adventure,Ken Kwapis,Jason Alexander,-1
2855,Cooking up a Tribute,2016,-1,-1,Documentary,Luis Gonzalez,-1,-1
